source	target	freq
المنسقة	al-munassaqah	1
بتنقيح	bi-tanqīḥ	1
بتنظيمها	bi-tanẓīmaḥā	1
بتنظيمه	bi-tanẓīmihi	1
بتنبكتو	bi-Tunbuktū	1
بتلر	Butler	1
بتمڭروت	bi-Tamagrūt	1
بتمويل	bi-tamwīl	1
بتمبكتو	bi-Tumbuktū	1
بتلوني	Batlūnī	1
بتلمسان	bi-Tilimsān	1
بتلك	bi-tilka	1
بتلعب	bi-talʻab	1
بتفهنا	bi-Tafahnā	1
بتفصيل	bi-tafṣīl	1
بتوابع	bi-tawābiʻ	1
بتعدد	bi-taʻaddud	1
بالمحسن	bi-al-Muḥsin	1
بتعاليق	bi-taʻālīq	1
بتعاطي	bi-taʻāṭī	1
المنسيات	al-mansiyāt	1
بتطبيقهما	bi-taṭbīquhumā	1
المنفي	al-manfá	1
بتطاوين	bi-Taṭāwīn	1
اسقاطاتها	isqāṭātuhā	1
بتصنيف	bi-taṣnīf	1
استمارة	istimārat	1
بالمحروقات	bi-al-maḥrūqāt	1
بتعديلات	bi-taʻdīlāt	1
استكناه	istiknāh	1
بتعمين	bi-taʻmīm	1
بتغير	bi-taghayyur	1
بتغني	bi-tughannī	1
بتغرق	bi-taghraq	1
بتعليمات	bi-taʻlīmāt	1
بتعرض	bi-taʻarruḍ	1
بتعليم	bi-taʻlīm	1
بالمحرمي	bi-al-Muḥarramī	1
المنسوخة	al-mansūkhah	1
بتعزيز	bi-taʻzīz	1
بتعز	bi-Taʻizz	1
استلاب	Istilāb	1
بتهذيب	bi-tahdhīb	1
المندوه	al-Mandūh	1
المنرية	al-Muniriyah	1
استكتاب	istiktāb	1
المنزري	al-Mundhirī	1
المنزع	al-Manzaʻ	1
بجامبي	bi-Jāmiʻatay	1
بجانبيه	bi-jānibayhi	1
اسقط	asqaṭ	1
بجدايني	Bajdāynī	1
بجغبوب	bi-Jaghbūb	1
استقطاب	istiqṭāb	1
المندي	al-Mandī	1
بجذور	bi-judhūr	1
بجدول	bi-jadwal	1
استقلاله	istiqlālih	1
بجداول	bi-jadāwil	1
بجدامعة	bi-Jāmiʼat	1
بجد	bi-jadd	1
بجبل	bi-Jabal	1
المنديل	al-Mandīl	1
استقلالية	Istiqlālīyat	1
المنزعجة	al-munzaʻijah	1
بجازان	bi-Jāzān	1
بتوثيقيهم	bi-tawthīqīhim	1
استكشف	istakshafa	1
بتيسير	bitaysīr	1
بتيزي	Bitīzī	1
بتيبو	bi-Tībū	1
بتولية	butūlīyat	1
بتوليات	Batūlīyāt	1
بتوقيع	bi-tawqīʻ	1
بثبة	bi-thabat	1
بتوقيت	bi-tawqīt	1
بتوفيق	bi-tawfīq	1
بتوضيح	bi-tawḍīḥ	1
بتوسع	bi-tawassuʻ	1
بتوجيهات	bi-tawjīhāt	1
بتوجيه	bitawjīh	1
المنزلية	al-manzilīyah	1
بثقة	bi-thiqah	1
بجاري	Bajjārī	1
بثين	Buthayn	1
المنزلات	al-manzilāt	1
الأردكاني	al-Ardakānī	1
المنزلة	al-manzilah	1
بثياب	bi-thīyāb	1
بثلاث	bi-thalāth	1
بثوبه	bi-thawbihi	1
بثوب	bi-thawb	1
بثه	baththahu	1
بثنوى	Bathnawī	1
بالمحاماة	bi-al-muḥāmāh	1
المنزليات	al-manzilīyāt	1
استعماله	istiʻmālihi	1
بدرس	Budrus	1
بدرى	Badrī	1
المنبوذون	al-manbūdhūn	1
بدرعة	bi-Darʻah	1
بدرعالم	Badr-ʻĀlam	1
بدرسه	bi-darsihi	1
بدرر	bi-Durar	1
المنبهة	al-munabbihah	1
استشارية	istishārīyah	1
المنتاج	al-mūntāj	1
بدرب	bi-Darb	1
المنتار	al-Mantār	1
بالمالكي	bi-al-Mālikī	1
بدساتير	bi-dasātīr	1
المنايلي	al-Manāylī	1
بدق	Badiq	1
بدفع	bi-dafʻ	1
المنباوي	al-Minabbāwī	1
المنبت	al-manbat	1
بالماريس	Bālmārīs	1
بدعتان	bidʻatān	1
بدستور	bi-dustūr	1
بالماضي	bi-al-māḍī	1
استسمرارها	istimrārihā	1
المنبعث	al-munbaʻith	1
بالمالية	bi-al-mālīyah	1
المنتخبات	al-Muntakhabāt	1
استشعار	istishʻār	1
استشفاف	Istishfāf	1
بدايع	Badāyiʻ	1
بداياتهم	Bidāyātuhum	1
بداياتها	bidāyātihā	1
بداياته	bidāyātuhu	1
المنتخل	al-Muntakhal	1
بداينة	Badāyinah	1
بدرالدين	Badr-al-Dīn	1
استشراقية	Istishrāqīyat	1
المنتبه	al-muntabih	1
المنتثرة	al-muntathirah	1
بدراسات	bi-dirāsāt	1
المنتجة	al-muntijah	1
بدخول	bi-dukhūl	1
بدخشي	Badkhashī	1
بدحي	Badaḥī	1
بدحلان	bi-Daḥlān	1
بدحاح	bi-Daḥḥāḥ	1
بدت	badat	1
بدلا	Badalan	1
بداوتهم	badāwatihim	1
الأرسوفي	al-Arsūfī	1
بدويات	Badawīyāt	1
بالمؤلف	bi-al-muʼallif	1
بدية	bi-diyat	1
بالمؤمنات	bi-al-muʼmināt	1
بدونه	bi-dūnih	1
بدونك	bidūnik	1
المنانة	al-Manāmah	1
المنانية	al-Manānīyah	1
بديا	Biddiyā	1
استراتيجيتهم	istirātījīyatuhum	1
الأربعماءة	al-arbaʻamiʼah	1
بالمؤثرات	bi-al-muʼaththirāt	1
بالمؤذن	bi-al-muʼadhdhin	1
بالمؤرخين	bi-al-muʼarrikhīn	1
بالمؤسسات	bi-al-muʼassasāt	1
المنالي	al-Manālī	1
استراتيچية	Istirātījīyat	1
بدلال	bi-Dallāl	1
بدم	bi-dam	1
بدمياط	bi-Dimyāṭ	1
بالمارضات	bi-al-muʻāraḍāt	1
استردادها	istirdādihā	1
بدمائهم	Bi-dimāʼahum	1
بدن	badan	1
الأرزة	al-Arzah	1
بدليسي	Bidlīsī	1
بدله	badalihi	1
بدلف	bi-Dulaf	1
استرشادي	istirshādī	1
بدلاية	bidāyat	1
بدمية	bi-dumyat	1
المناورات	al-munāwarāt	1
بالمؤنث	bi-al-muʼannath	1
المناهضة	al-Munāhiḍah	1
الأرستقراطية	al-aristuqrāṭīyah	1
استراليا	Ustrālīyā	1
استرتيجية	istiratījīyah	1
استرجاع	istirjāʻ	1
بدهلى	bi-Dahlá	1
المناوئة	al-munāwiʼah	1
بدوائرها	bi-dawāʼirihā	1
بالمؤيد	bi-al-Muʼayyad	1
بدهلي	Badʹhalī	1
بداهة	badāhah	1
بحلقة	Baḥlaqah	1
استعدادا	istiʻdadan	1
بخارى	Bukhārā	1
بخاتي	Bikhātī	1
بالمتعاونين	bi-al-mutaʻāwinīn	1
بحيص-عرامين	Baḥīṣ-ʻArrāmīn	1
بالمجالس	bi-al-Majālis	1
استعرابه	istiʻrābih	1
بالمجامع	bi-al-Majāmiʻ	1
المنتظمه	al-muntaẓamah	1
بحيدراباد	bi-Ḥaydarābād	1
استعان	istaʻāna	1
بحيات	bi-ḥayāt	1
بختمه	bi-khitmihi	1
بخرسان	bi-Khurāsān	1
بخدمته	bi-khidmatihi	1
بخدمة	bi-khidmat	1
بختيشوع	Bakhtīshūʻ	1
بختيشو	Bakhtīshūʻ	1
المنقح	al-munaqqaḥ	1
استعارة	istiʻārat	1
بختم	bi-khitm	1
المنتظرى	al-Muntaẓirī	1
بخالص	bi-khāliṣ	1
بحياوي	Baḥyāwī	1
بحياة	bi-ḥayāt	1
استعاذة	Istiʻādhah	1
بحمايته	bi-ḥimāyatihi	1
بحواشي	bi-ḥawāshī	1
بحواشن	bi-ḥawāshin	1
بحواجب	bi-ḥawājib	1
بالمجان	bi-al-majjān	1
بحماه	bi-Ḥamāh	1
الأردنية-الأوروبية	al-Urdunīyah-al-Ūrūbbīyah	1
بالمجتمعات	bi-al-mujtamaʻāt	1
بحوت	Buḥūth	1
بحوطة	bi-Ḥūṭat	1
بحوض	bi-ḥawḍ	1
بحوش	bi-Ḥawsh	1
المنتفضين	al-muntafiḍīn	1
المنتفك	al-Muntafik	1
الأردنية-السورية	al-Urdunīyah-al-Sūrīyah	1
المنتقبات	al-muntaqabāt	1
بخروج	bi-khurūj	1
بخشايش	Bakhshāyish	1
المنتشر	al-muntashir	1
الأردنيةالسعودية	al-Urdunīyah-al-Saʻūdīyah	1
بدا	Badā	1
بدئ	budiʼa	1
المنتسبين	al-muntasibīn	1
بدءاً	badʼan	1
بدءا	badʼan	1
بدءأ	badʼan	1
استطلاعات	istiṭlāʻāt	1
بالمباديء	bi-al-mabādiʼ	1
الأردوني	al-Urdunī	1
بداماد	bi-Dāmād	1
بدافع	bi-dāfiʻ	1
المنتدب	al-Muntadab	1
بداري	Badārī	1
بدارنه	Badārinah	1
بدارفور	bi-Dārfūr	1
استصدار	istiṣdār	1
بدات	badaʼat	1
بدائيية	bidāʼīyah	1
استصنامي	istiṣnāmī	1
المنتشرة	al-muntashirah	1
المنتشوي	al-Muntashawī	1
بخشايشي	Bakhshāyishī	1
بخطأ	bi-khaṭaʼ	1
بخفة	bi-khiffah	1
بخطوط	bi-khuṭūṭ	1
بخطه	bi-khaṭṭih	1
بخطة	bi-khuṭṭat	1
بخطب	bi-khuṭab	1
المنتصف	al-muntaṣaf	1
المنتطر	al-muntaẓar	1
بخضوع	bi-khuḍūʻ	1
بخصم	bi-khaṣm	1
بخشي	Bakhshī	1
بخشونجي	Bakhshawanjī	1
بخشونجى	Bakhshawanjī	1
بخلافه	bi-khilāfih	1
بخمسينية	bi-khamsīnīyat	1
بخيل	bakhīl	1
استطيقا	Istaṭīqā	1
المنتصب	al-muntaṣib	1
الأردنية-جامعة	al-Urdunīyah-Jāmiʻat	1
بخوخ	bukhūkh	1
استعاد	istaʻāda	1
بخوشة	Bakhūshah	1
بالمبرد	bi-al-Mubarrad	1
بخورفكان	bi-Khūrfakān	1
المنتصرين	al-muntaṣirīn	1
بتصديره	bi-taṣdīrihi	1
بتصحيه	bi-taṣḥīḥih	1
اسطنبول	Istanbūl	1
بالهيمنة	bi-al-haymanah	1
الأربعينات	al-Arbaʻīnāt	1
بالهىد	bi-al-Hind	1
بالهوية	bi-al-huwīyah	1
بالهندسة	bi-al-handasah	1
بالهنا	Bi-al-hanā	1
بالوارد	bi-al-wārid	1
بالهلالي	bi-al-Hilālī	1
بالهصار	bi-al-Haṣṣār	1
بالهجرة	bi-al-hijrah	1
بالواجبات	bi-al-wājibāt	1
بالوالى	Balwālī	1
بالنيلي	bi-al-Nīlī	1
بالوزارة	bi-al-Wizārah	1
المنطوي	al-Munṭawī	1
المنطوية	al-munṭawiyah	1
بالوصية	bi-al-waṣīyah	1
بالوسطية	bi-al-wasaṭīyah	1
بالوسط	bi-al-wasaṭ	1
بالوسائل	bi-al-wasāʼil	1
المنظار	al-Minẓār	1
بالوراق	bi-al-Warrāq	1
بالوحيد	bi-al-Waḥīd	1
بالوجيزة	bi-al-Wajīzah	1
بالنيجر	bi-al-Nayjar	1
بالوظة	Bālūẓah	1
بالنسائي	bi-al-Nasāʼī	1
اسطوانات	usṭuwānāt	1
بالنشر	bi-al-nashr	1
بالنشاط	bi-al-nashāṭ	1
بالنسخة	bi-al-nuskhah	1
المنظمتين	al-munaẓẓamatayn	1
بالنحو	bi-al-naḥw	1
بالنجاسات	bi-al-najāsāt	1
بالنبي	bi-al-nabī	1
بالنافع	bi-al-Nāfiʻ	1
بالنصرانية	bi-al-Naṣrānīyah	1
بالنية	bi-al-nīyah	1
بالنقل	bi-al-naql	1
بالنيابة	bi-al-niyābah	1
بالنوم	Bi-al-Nawm	1
بالنموذج	bi-al-namūdhaj	1
بالنماذج	bi-al-namādhij	1
بالنقول	bi-al-nuqūl	1
اسطنبول-حلب	Isṭanbūl-Ḥalab	1
بالنعناع	bi-al-naʻnāʻ	1
بالنقص	bi-al-naqṣ	1
بالنقد	bi-al-naqd	1
بالنقاب	bi-al-niqāb	1
بالنفس	bi-al-nafs	1
بالنفحة	bi-al-Nafḥah	1
اسطر	asṭur	1
بالناضور	bi-al-Nāḍūr	1
بامسيكا	Bāmsīkā	1
المنفوش	al-manfūsh	1
بامرني	Bāmarnī	1
بامرئ	bi-Imriʼ	1
بالمدرعة	bi-al-mudarraʻah	1
اسفي	Asafī	1
بامداد	bi-Imdād	1
بامخرمة	Bāmakhramah	1
بامبانج	Bāmbānj	1
بامباعاجي	Bāmbāʻājī	1
بامامة	bi-Imāmat	1
بامن	bi-amn	1
بامية	Bāmiyah	1
بام	bi-Umm	1
بانتاجه	bi-intājih	1
بانجو	Bānjū	1
بانتومايم	Bāntūmāyim	1
بانتقائها	bi-intiqāʼihā	1
بانتقائه	bi-intiqāʼihi	1
بانتقاء	bi-intiqāʼ	1
بانتفاضة	bi-Intifāḍat	1
باميرقا	bi-Amīrqā	1
بانة	Bānat	1
بانا	Bānī	1
اسستها	assasatahā	1
بامام	bi-Imām	1
بالکتاب	bi-al-Kitāb	1
بالوعد	bi-al-waʻd	1
بالى	Bali	1
المنطلقة	al-munṭaliqah	1
اسسها	ususuhā	1
بالوك	Balogh	1
باليابان	bi-al-Yābān	1
بالوقف	bi-al-Waqf	1
بالوقت	bi-al-waqt	1
اسفندياري	Isfandiyārī	1
بالوفا	bi-al-wafāʼ	1
بالوعي	bi-al-waʻy	1
بالوعول	bi-al-wuʻūl	1
بالياسمين	bi-al-yāsamīn	1
بالٱخر	bi-al-ākhar	1
بالمديرية	bi-al-Mudīrīyah	1
باليوم	bi-al-yawm	1
بالمدن	bi-al-mudun	1
باليوغرافية	bāliyūghrāfīyah	1
باليورانيوم	bi-al-yūrāniyūm	1
باليوبيل	bi-al-yūbīl	1
باليهودية	bi-al-Yahūdīyah	1
باليكي	Bālīkī	1
بالياقوت	bi-al-Yāqūt	1
باليسطرو	Bālīsṭrū	1
باليرمو	Bālīrmū	1
باليرا	Bālimīrā	1
باليد	bi-al-yad	1
بالية	bāliyah	1
المنظورة	al-manẓūrah	1
بالناصرية	bi-al-Nāṣirīyah	1
بانحطاط	bi-inḥiṭāṭ	1
بالمعادي-القاهرة	bi-al-Maʻādī-al-Qāhirah	1
بالمعجب	bi-al-muʻjib	1
بالمعايير	bi-al-maʻāyyīr	1
بالمعاهد	bi-al-maʻāhid	1
بالمعاصرة	bi-al-muʻāṣarah	1
بالمعاش	bi-al-maʻāsh	1
بالمعارف	bi-al-maʻārif	1
بالمعادي	bi-al-Maʻādī	1
بالمعلقات	bi-al-Muʻallaqāt	1
بالمطرية	bi-al-Maṭarīyah	1
بالمطبوعات	bi-al-maṭbūʹāt	1
بالمطالب	bi-al-maṭālib	1
بالمطارق	bi-al-maṭāriq	1
بالمطابع	bi-al-Maṭābiʻ	1
بالمعلمين	bi-al-muʻallimīn	1
بالمصنف	bi-al-Muṣannif	1
بالمفقود	bi-al-mafqūd	1
بالمفتين	bi-al-muftīn	1
بالمغرب-وفق	bi-al-Maghrib-wafqa	1
بالمغازي	bi-al-Maghāzī	1
بالمغارب	bi-al-Maghārib	1
بالمعيار	bi-al-Miʻyār	1
اسعار	Asʻār	1
بالمعلومات	bi-al-maʻlūmāt	1
المنعوت	al-manʻūt	1
المنعيم	al-Munʻīm	1
بالمقدمة	bi-al-Muqaddimah	1
المنفصلة	al-munfaṣilah	1
بالمسبحة	bi-al-misbaḥah	1
بالمساواة	bi-al-musāwāh	1
بالمساعدات	bi-al-musāʻadāt	1
بالمسار	bi-al-masār	1
بالمسائل	bi-al-Masāʼil	1
بالمزجد	bi-al-Muzajjad	1
بالمرور	bi-al-Murūr	1
اسفرايني	Isfarāyinī	1
بالمرجعية	bi-al-marjiʻīyah	1
بالمرج	bi-al-Marj	1
بالمرام	bi-al-marām	1
بالمستجدات	bi-al-mustajaddāt	1
بالمراسيم	bi-al-marāsīm	1
بالمصطفى	bi-al-Muṣṭafá	1
بالمشاركين	bi-al-mushārikīn	1
بالمصرف	bi-al-Maṣrif	1
بالمشهورين	bi-al-mashhūrayn	1
بالمشروعات	bi-al-mashrūʻāt	1
بالمشرق	bi-al-mashriq	1
بالمشرط	bi-al-mishraṭ	1
بالمشاعر	bi-al-mashāʻir	1
المنفتح	al-munfatiḥ	1
بالمسيحية	bi-al-Masīḥīyah	1
المنفتحة	al-munfatiḥah	1
بالمراجعة	bi-al-murājaʻah	1
المنفذون	al-munaffidhūn	1
بالمسكين	bi-al-Miskīn	1
بالمسرح	bi-al-masraḥ	1
بالمقالات	bi-al-maqālāt	1
بالمرابط	bi-al-Murābiṭ	1
بالناصر	bi-al-Nāṣir	1
بالمواطن	bi-al-muwāṭin	1
بالموروث	bi-al-mawrūth	1
بالموجود	bi-al-mawjūd	1
بالموجب	bi-al-mūjib	1
بالموت	bi-al-mawt	1
بالمواقع	bi-al-mawāqiʻ	1
بالمواق	bi-al-Mawwāq	1
بالمواعظ	bi-al-mawāʻiẓ	1
بالموارد	bi-al-mawārid	1
بالموسيقا	bi-al-mūsīqā	1
بالمواد	bi-al-mawādd	1
بالموائد	bi-al-mawāʼid	1
بالمهدية	bi-al-Mahdīyah	1
بالمهجولين	bi-al-mahjūlīn	1
الأرثذوكسيين	al-Urthudhūksīyīn	1
الأرثذوكسية	al-Urthudhūksīyah	1
اسطوح	al-suṭūḥ	1
بالموسيقى	bi-al-mūsīqá	1
بالمذهب	bi-al-madhhab	1
بالميثولوجيا	bi-al-mīthūlūjīyā	1
المنظوري	al-manẓūrī	1
بالنادي	bi-al-Nādī	1
بالناجي	bi-al-Nājī	1
بالميلاد	bi-al-mīlād	1
بالميراث	bi-al-mīrāth	1
بالميرا	Bālmīrā	1
اسفلة	asfalah	1
بالموصل	bi-al-Mawṣil	1
بالمذكرة	bi-al-mudhakkirah	1
بالمولاوي	bi-al-Mawlāwī	1
بالموقع	bi-al-mawqiʻ	1
بالموضوع	bi-al-mawḍūʻ	1
بالمنظومة	bi-al-Manẓūmah	1
اسطورة	usṭūrah	1
بالمقنطرات	bi-al-muqanṭarāt	1
بالمرأه	bi-al-maraʼh	1
بالملكي	bi-al-Malakī	1
بالملحق	bi-al-mulḥaq	1
بالملة	bi-al-millah	1
بالملابس	bi-al-malābis	1
بالملاء	bi-al-Mallāʼ	1
بالمكرمين	bi-al-mukrramīn	1
المنعقدين	al-munʻaqidayn	1
بالمماثلة	bi-al-mumāthalah	1
بالمكتب	bi-al-maktab	1
بالمكانة	bi-al-makānah	1
بالمكافأة	bi-al-mukāfaʼah	1
بالمكارم	bi-al-makārim	1
بالمقياس	bi-al-miqyās	1
بالمقنع	bi-al-muqniʻ	1
بالملكية	bi-al-milkīyah	1
الأرتيري	al-Iritīrī	1
بالمنافسة	bi-al-munāfasah	1
بالمنح	bi-al-minaḥ	1
بالمنجرة	bi-al-Manjarah	1
بالمنجالة	bi-al-Manjālah	1
بالمناهج	bi-al-manāhij	1
بالمنامة	bi-al-Manāmah	1
بالمنافع	bi-al-manāfiʻ	1
بالمناظم	bi-al-manāẓim	1
اسطول	Usṭūl	1
اسطورية	character	1
بالمناظرات	bi-al-munāẓarāt	1
بالمناطق	bi-al-manāṭiq	1
بالمناصب	bi-al-manāṣib	1
المنع	al-manʻ	1
بانحراف	bi-inḥirāf	1
باندونج	Bāndūnj	1
بتصحيحيه	bi-taṣḥīḥih	1
بتجمعنا	bitjammaʻnā	1
المنشق	al-Munshaq	1
بتحريرها	bi-taḥrīrihā	1
بتحريره	bi-taḥrīrihi	1
بتحريرات	bi-taḥrīrāt	1
استهداف	istihdāf	1
المنشقين	al-munshaqqīn	1
بتجريد	bi-tajrīd	1
بتحفة	bi-Tuḥfat	1
بتجربة	bi-tajribat	1
بتجديد	bi-tajdīd	1
بتجارب	bi-tajārib	1
بتثبيت	bi-tathbīt	1
بتتميم	bi-tatmīm	1
المنشليلي	al-Manshilīlī	1
بتبصير	bi-Tabṣīr	1
بتحضير	bi-taḥḍīr	1
المنشطات	al-munashshiṭāt	1
استنزال	Istinzāl	1
بتحولات	bi-taḥawwulāt	1
بتحليل	bi-taḥlīl	1
بتحقيقهي	bi-taḥqīqihī	1
بتحقيقهما	bi-taḥqīqihimā	1
المنشدين	al-Munshidīn	1
استنطاق	Istinṭāq	1
استنطقت	istanṭaqat	1
بتحقيقات	bi-taḥqīqāt	1
المنششورة	al-manshūrah	1
بالمحيط	bi-al-muḥīṭ	1
المنشد	al-munshid	1
ببهلاء	bi-Bahlāʼ	1
استوقفتني	istawqafatnī	1
بالمخابرات	bi-al-mukhābarāt	1
ببويه	Babawayh	1
المنشوري	al-manshūrī	1
ببوستة	bi-būstit	1
ببورسيعد	bi-Būsaʻīd	1
ببوجدور	bi-Būjdūr	1
ببهجة	bi-bahjah	1
استهلال	istihlāl	1
المنشية	al-Manshīyah	1
ببني	bi-Banī	1
ببنغازي	bi-Banghāzī	1
ببناء	bi-bināʼ	1
استوائية	istiwāʼīyah	1
بتافيلالت	bi-Tāfīlālit	1
استهلاكها	istihlākihā	1
بتاع	bitāʻ	1
الأرجوان	al-urjuwān	1
الأرجنتين	al-Arjantīn	1
استهلاك	istihlāk	1
بتارودانت	bi-Tārūdānt	1
ببيع	bi-bayʻ	1
بتأليف	bi-taʼlīf	1
بتأصيلات	bi-tāʼṣīlāt	1
بتأريخ	bitaʼrīkh	1
بتأثير	bi-taʼthīr	1
بت	bit	1
بة	bih	1
ببيعه	bi-bayʻihi	1
بتخصيص	bi-takhṣīṣ	1
بتصححه	bi-taṣḥ-ḥihi	1
بتصحيحة	bi-taṣḥīḥihi	1
استناد	istinād	1
بتشوف	bitshūf	1
بتشطير	bi-tashṭīr	1
بتشر	Butshir	1
بتشتي	Bitishtī	1
بتسيير	bi-tasyīr	1
بتسوية	bi-taswiyat	1
بتصحيحي	bi-tashīhi	1
بتصحيحهي	bi-taṣḥīḥihi	1
بتصحيحهه	bi-taṣḥihih	1
بالمحكي	bi-al-maḥkī	1
استمالة	Istimālat	1
استمساخ	istimsākh	1
استمرارية	Istimrārīyat	1
بتزور	bi-Tuzūr	1
بتدخل	bi-tadakhkhul	1
استنبول	Istanbūl	1
بترتيبة	bi-tartībihi	1
بتربة	bi-Turbah	1
استنبولي	Istānbūlī	1
بترتيبها	bi-tartībihā	1
بتر	batr	1
بتذكرك	Ba-tadhakkarik	1
بتدين	Bitaddīn	1
الأرجوز	al-arajūz	1
بتدقيق	bi-tadqīq	1
بتدريسها	bi-tadrīsihā	1
المنشار	al-minshār	1
بترجم	bi-tarjama	1
بتريس	Batrīs	1
بتركيز	bi-tarkīz	1
بتروني	Batrūnī	1
المنشئ	al-Munshiʼ	1
المنشئة	al-munshiʼah	1
بترميمه	bi-tarmīmihi	1
بترغيب	bi-targhīb	1
بترسن	Batirsun	1
بترخيص	Bi-tarkhīṣ	1
بترجيعات	bi-tarjīʻāt	1
بترجمتها	bi-tarjamatihā	1
بترجمته	bi-tarjamatihi	1
استناداً	istinādan	1
باندونيسيا	bi-Indūnīsīyā	1
اسر	Usar	1
باوي	Bāwī	1
بالمخللاتي	bi-al-Mukhallilātī	1
المنضد	al-munaḍḍad	1
بالمخيمات	bi-al-mukhayyamāt	1
بايات	bāyāt	1
اسرائل	Isrāʼīl	1
باوروبا	bi-Ūrūbbā	1
باوربا	bi-Ūrubā	1
باوا	Bāwā	1
باهيال	Bāhiyyāl	1
المنصوص	al-manṣūṣ	1
باهى	Bāhī	1
باڤاريا	Bāvāriyā	1
بباردو	bi-Bārdū	1
بالمخلع	bi-al-Mukhallaʻ	1
باکستان	Bākistān	1
باڤي	Bavê	1
باڤى	Bavê	1
اسداوي	Isdāwī	1
بايع	bāyaʻa	1
بايطاليا	bi-Īṭāliyā	1
بايضاح	bi-Īḍāḥ	1
الأرثوذكية	al-Urthūdhuksīyah	1
بايرون	Bāyrūn	1
بايدن	Bāydin	1
بايجاز	bi-ījāz	1
بانكوك	Bānkūk	1
اسرة	usrat	1
بانواع	bi-anwāʻ	1
بانو	Bānū	1
بانكي	Bāngī	1
بانكى	Bāngī	1
اسرى	asrá	1
بانفسهم	bi-anfusihim	1
بانشاء	bi-inshāʼ	1
بانشا	Bānshā	1
بانسيون	Bānsiyūn	1
بانورما	bānūramā	1
باهتمان	bi-ihtimān	1
باهمكارى	Bāhamkārī	1
باهم	bi-ahham	1
باهلة	Bāhilah	1
المنضمة	al-Munaẓẓamah	1
اسرائيلى	Isrāʼīlī	1
بانيبال	Bānībāl	1
باهت	bāhit	1
اسرائيليين	Isrāʼīlīyīn	1
اسراره	asrārahu	1
بانگى	Bangî	1
بانيپال	Bānīpāl	1
بانية	bāniyah	1
بباقي	bi-bāqī	1
الأرج	al-Arj	1
بالمختارات	bi-al-mukhtārāt	1
ببلىوغرافيا	bībliyūghrāfiyā	1
ببلومترية	bibliyūmitrīyah	1
ببلوغرافية	bibliyūghrāfīyah	1
بالمخالفة	bi-al-mukhālafah	1
ببلوغرافي	bibliyūghrāfī	1
ببليوثيرابي	Bibliyūthīrābiyā	1
ببلوجرافية	bibliyūjrāfīyah	1
ببلوجرافيا	bibliyūjrāfiyā	1
ببلكور	bi-Balkūr	1
الأرثوزوكسية	al-Arthūdhuksīyah	1
ببلدنا	bi-baladinā	1
ببليكيشنز	Bablīkīshanz	1
ببلدان	bi-buldān	1
استيزاره	istīzārih	1
المنصرون	al-munaṣṣarūn	1
استيحاء	Istīḥāʼ	1
ببليوغافية	bīblūghrāfīyah	1
استيلاء	istilāʼ	1
استيطانية	istīṭānīyah	1
ببليوجرافيات	bibliyūjrāfīyāt	1
استيفانو	Istīfānū	1
ببلدة	bi-baldat	1
ببلخ	bi-Balkh	1
ببرلمانات	bi-barlamānāt	1
ببركاته	bi-barakātihi	1
ببرج	bi-Burj	1
ببرامج	bi-Barāmij	1
ببراري	bi-Barārī	1
ببدر	bi-Badr	1
بالمخطوطات	bi-al-makhṭūṭāt	1
